Id,AuctionNumber,StartDate,EndDate,MaxOfferedPrice,CurrentPrice,StartingPrice,ShortDescription,Status,StatusTranslation,NumberOfVerifiedUsers,IsFirstSale,PropertyType,ExecutorName,Code,Name,ZipCode,Municipality,Cadastral,ParcelNumber
87808,Н87808,2024-03-20T08:00:00Z,2024-03-20T12:00:00Z,,,1560440.0,пољопривредно земљиште и породична стамбена зграда,InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87934,Н87934,2024-03-20T08:00:00Z,2024-03-20T12:00:00Z,,,572000.0,Ближе описано у закључку о јавној продаји непокретности,InPrediction,У најави,0,False,ImmovableProperties,,,,,,,
87978,Н87978,2024-03-20T08:00:00Z,2024-03-20T12:00:00Z,,,39031.74,"1. шумско земљиште, шума  7. класе на к.п. 1159/1, КО Пријездић, површине 1539м2, уписана у лист непокретности бр. 204 КО Пријездић",InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87979,Н87979,2024-03-20T08:00:00Z,2024-03-20T12:00:00Z,,,97817.55,"2. пољопривредно земљиште, ливада 5. класе на к.п. 1138/2, КО Пријездић, површине 3519м2",InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
88240,Н88240,2024-03-20T08:00:00Z,2024-03-20T12:00:00Z,,,1188904.17,Викенд кућа на парцели   3186/73,InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
88241,Н88241,2024-03-20T08:00:00Z,2024-03-20T12:00:00Z,,,458420.2,Парцела 3186/73,InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87362,Н87362,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,36914251.5,"Пословна зграда за коју није утврђена делатност,",InPrediction,У најави,1,True,ImmovableProperties,,,,,,,
87375,Н87375,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,2797347.0,"КО ЗРЕЊАНИН, ПАРЦЕЛА 13939/2",InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87436,Н87436,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,1469185.09,ДВЕ ПАРЦЕЛЕ  у КО Нови Сад 2 у  9/16 идеална дела ,InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87452,Н87452,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,42850.5,виноград 4. класе,InPrediction,У најави,0,False,ImmovableProperties,,,,,,,
87453,Н87453,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,105157.77,њива 4. класе,InPrediction,У најави,0,False,ImmovableProperties,,,,,,,
87454,Н87454,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,102159.98,њива 4. класе,InPrediction,У најави,0,False,ImmovableProperties,,,,,,,
87455,Н87455,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,37442.86,воћњак 4. класе,InPrediction,У најави,0,False,ImmovableProperties,,,,,,,
87456,Н87456,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,101630.96,njiva 4. klase,InPrediction,У најави,0,False,ImmovableProperties,,,,,,,
87457,Н87457,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,321585.38,њива 4. класе,InPrediction,У најави,0,False,ImmovableProperties,,,,,,,
87458,Н87458,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,43203.44,"виноград 4. класе,",InPrediction,У најави,0,False,ImmovableProperties,,,,,,,
87459,Н87459,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,88346.34,воћњак 4. класе,InPrediction,У најави,0,False,ImmovableProperties,,,,,,,
87460,Н87460,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,147009.28,виноград 4. класе,InPrediction,У најави,0,False,ImmovableProperties,,,,,,,
87549,Н87549,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,189509.94,пашњак 3. класе,InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87550,Н87550,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,50369.42,њива  7. класе,InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87551,Н87551,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,17172.98,воћњак 7. класе,InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87552,Н87552,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,546487.19,њива  7. класе,InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87553,Н87553,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,13365.88,"пашњак 3. класе,",InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87605,Н87605,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,2774800.0,"катастарска парцела 14430/2, потес Поцерска, површина 0.09.91 ха КО Шабац",InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87618,Н87618,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,1740326.0,пословни простор,InPrediction,У најави,0,True,ImmovableProperties,,,,,,,
87668,Н87668,2024-03-19T08:00:00Z,2024-03-19T12:00:00Z,,,7482930.0,"-	Породична стамбена зграда број објекта 1, површине 76м2, помоћна стамбена зграда број објекта 2, површине 14м2, помоћна стамбена града број објекта ",InPrediction,У најави,1,True,ImmovableProperties,,,,,,,
66390,Н66390,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,159600.0,"парц.бр.2412 К.О.Мартонош, ЛН 3133	, површине 3.560,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66391,Н66391,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,161700.0,"парц.бр.2413 К.О.Мартонош, ЛН 3133, 3561,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66413,Н66413,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,427000.0,"парц.бр.3268/1 К.О.Нови Кнежевац, ЛН 4797, површине	12.500,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66414,Н66414,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,5740.0,"парц.бр.3268/2 К.О.Нови Кнежевац, ЛН 4797, површине	175,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66415,Н66415,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,189000.0,"парц.бр.3412/1 К.О.Нови Кнежевац, ЛН 4797 , површине	5506,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66416,Н66416,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,402500.0,"парц.бр.3418/3 К.О.Нови Кнежевац, ЛН 4797, површине	13.262,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66417,Н66417,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,164500.0,"парц.бр.3428 К.О.Нови Кнежевац, ЛН 4797, површине 5059,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66418,Н66418,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,632100.0,"парц.бр.3429 К.О.Нови Кнежевац, ЛН 4797, површине 20809,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66419,Н66419,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,238000.0,"парц.бр.3439 К.О.Нови Кнежевац, ЛН 4797,м површине 7017,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66420,Н66420,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,541800.0,"парц.бр.3443 К.О.Нови Кнежевац, ЛН 4797, површине 16567,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66421,Н66421,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,427000.0,"парц.бр.3449 К.О.Нови Кнежевац, ЛН 4797, површине 13027,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66422,Н66422,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,427000.0,"парц.бр.3771 К.О.Нови Кнежевац, ЛН 4797, површине 14028,00 м2",Verified,Потврђено,2,True,ImmovableProperties,,,,,,,
66423,Н66423,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,415100.0,"парц.бр.3772 К.О.Нови Кнежевац, ЛН 4797, површине 13640,00 м2",Verified,Потврђено,2,True,ImmovableProperties,,,,,,,
66424,Н66424,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,221900.0,"парц.бр.3773 К.О.Нови Кнежевац, ЛН 4797, површине 7328,00 м2",Verified,Потврђено,2,True,ImmovableProperties,,,,,,,
66425,Н66425,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,90300.0,"парц.бр.3774 К.О.Нови Кнежевац, ЛН 4797, површине 2993,00 м2",Verified,Потврђено,2,True,ImmovableProperties,,,,,,,
66426,Н66426,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,459900.0,"парц.бр.3779 К.О.Нови Кнежевац, ЛН 4797, површине 14354,00 м2",Verified,Потврђено,2,True,ImmovableProperties,,,,,,,
66427,Н66427,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,312200.0,"парц.бр.3780 К.О.Нови Кнежевац, ЛН 4797, површине 9608,00 м2",Verified,Потврђено,2,True,ImmovableProperties,,,,,,,
66428,Н66428,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,320600.0,"парц.бр.3787 К.О.Нови Кнежевац, ЛН 4797, површине 8977,00 м2",Verified,Потврђено,1,True,ImmovableProperties,,,,,,,
66429,Н66429,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,345100.0,"парц.бр.3788 К.О.Нови Кнежевац, ЛН 4797, површине 9654,00 м2",Verified,Потврђено,2,True,ImmovableProperties,,,,,,,
66430,Н66430,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,,,329000.0,"парц.бр.3789 К.О.Нови Кнежевац, ЛН 4797, површине 9200,00 м2",Verified,Потврђено,2,True,ImmovableProperties,,,,,,,
