Id,AuctionNumber,StartDate,EndDate,EstimatedPrice,StartingPrice,StartingPrice/EstimatedPrice,EstimatedPrice-StartingPrice,IsFirstSale,PropertyType,ShortDescription,Description,NameCategory,Code,Name,ZipCode,Municipality,Cadastral,ParcelNumber,Status,StatusTranslation,NumberOfVerifiedUsers,ExecutorName,MaxOfferedPrice,CurrentPrice
66390,Н66390,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,228000.0,159600.0,0.7,68400.0,True,ImmovableProperties,"парц.бр.2412 К.О.Мартонош, ЛН 3133	, површине 3.560,00 м2","парц.бр.2412 К.О.Мартонош, ЛН 3133	, површине 3.560,00 м2",Пољопривредно земљиште,802042,Мартонош,24417,Кањижа,МАРТОНОШ,,Verified,Потврђено,1,Александар Вучковић,,
66391,Н66391,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,231000.0,161700.0,0.7,69300.0,True,ImmovableProperties,"парц.бр.2413 К.О.Мартонош, ЛН 3133, 3561,00 м2","парц.бр.2413 К.О.Мартонош, ЛН 3133, 	3561,00 м2",Пољопривредно земљиште,802042,Мартонош,24417,Кањижа,МАРТОНОШ,,Verified,Потврђено,1,Александар Вучковић,,
66413,Н66413,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,610000.0,427000.0,0.7,183000.0,True,ImmovableProperties,"парц.бр.3268/1 К.О.Нови Кнежевац, ЛН 4797, површине	12.500,00 м2","парц.бр.3268/1 К.О.Нови Кнежевац, ЛН 4797, површине	12.500,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,1,Александар Вучковић,,
66414,Н66414,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,8200.0,5740.0,0.7,2460.0,True,ImmovableProperties,"парц.бр.3268/2 К.О.Нови Кнежевац, ЛН 4797, површине	175,00 м2","парц.бр.3268/2 К.О.Нови Кнежевац, ЛН 4797, површине	175,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,1,Александар Вучковић,,
66415,Н66415,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,270000.0,189000.0,0.7,81000.0,True,ImmovableProperties,"парц.бр.3412/1 К.О.Нови Кнежевац, ЛН 4797 , површине	5506,00 м2","парц.бр.3412/1 К.О.Нови Кнежевац, ЛН 4797 , површине	5506,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,1,Александар Вучковић,,
66416,Н66416,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,575000.0,402500.0,0.7,172500.0,True,ImmovableProperties,"парц.бр.3418/3 К.О.Нови Кнежевац, ЛН 4797, површине	13.262,00 м2","парц.бр.3418/3 К.О.Нови Кнежевац, ЛН 4797, површине	13262,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,1,Александар Вучковић,,
66417,Н66417,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,235000.0,164500.0,0.7,70500.0,True,ImmovableProperties,"парц.бр.3428 К.О.Нови Кнежевац, ЛН 4797, површине 5059,00 м2","парц.бр.3428 К.О.Нови Кнежевац, ЛН 4797, површине 5059,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,1,Александар Вучковић,,
66418,Н66418,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,903000.0,632100.0,0.7,270900.0,True,ImmovableProperties,"парц.бр.3429 К.О.Нови Кнежевац, ЛН 4797, површине 20809,00 м2","парц.бр.3429 К.О.Нови Кнежевац, ЛН 4797, површине 20809,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,1,Александар Вучковић,,
66419,Н66419,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,340000.0,238000.0,0.7,102000.0,True,ImmovableProperties,"парц.бр.3439 К.О.Нови Кнежевац, ЛН 4797,м површине 7017,00 м2","парц.бр.3439 К.О.Нови Кнежевац, ЛН 4797,м површине 7017,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,1,Александар Вучковић,,
66420,Н66420,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,774000.0,541800.0,0.7,232200.0,True,ImmovableProperties,"парц.бр.3443 К.О.Нови Кнежевац, ЛН 4797, површине 16567,00 м2","парц.бр.3443 К.О.Нови Кнежевац, ЛН 4797, површине 16567,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,1,Александар Вучковић,,
66421,Н66421,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,610000.0,427000.0,0.7,183000.0,True,ImmovableProperties,"парц.бр.3449 К.О.Нови Кнежевац, ЛН 4797, површине 13027,00 м2","парц.бр.3449 К.О.Нови Кнежевац, ЛН 4797, површине 13027,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,1,Александар Вучковић,,
66422,Н66422,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,610000.0,427000.0,0.7,183000.0,True,ImmovableProperties,"парц.бр.3771 К.О.Нови Кнежевац, ЛН 4797, површине 14028,00 м2","парц.бр.3771 К.О.Нови Кнежевац, ЛН 4797, површине 14028,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,2,Александар Вучковић,,
66423,Н66423,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,593000.0,415100.0,0.7,177900.0,True,ImmovableProperties,"парц.бр.3772 К.О.Нови Кнежевац, ЛН 4797, површине 13640,00 м2","парц.бр.3772 К.О.Нови Кнежевац, ЛН 4797, површине 13640,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,2,Александар Вучковић,,
66424,Н66424,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,317000.0,221900.0,0.7,95100.0,True,ImmovableProperties,"парц.бр.3773 К.О.Нови Кнежевац, ЛН 4797, површине 7328,00 м2","парц.бр.3773 К.О.Нови Кнежевац, ЛН 4797, површине 7328,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,2,Александар Вучковић,,
66425,Н66425,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,129000.0,90300.0,0.7,38700.0,True,ImmovableProperties,"парц.бр.3774 К.О.Нови Кнежевац, ЛН 4797, површине 2993,00 м2","парц.бр.3774 К.О.Нови Кнежевац, ЛН 4797, површине 2993,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,2,Александар Вучковић,,
66426,Н66426,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,657000.0,459900.0,0.7,197100.0,True,ImmovableProperties,"парц.бр.3779 К.О.Нови Кнежевац, ЛН 4797, површине 14354,00 м2","парц.бр.3779 К.О.Нови Кнежевац, ЛН 4797, површине 14354,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,2,Александар Вучковић,,
66427,Н66427,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,446000.0,312200.0,0.7,133800.0,True,ImmovableProperties,"парц.бр.3780 К.О.Нови Кнежевац, ЛН 4797, површине 9608,00 м2","парц.бр.3780 К.О.Нови Кнежевац, ЛН 4797, површине 9608,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,2,Александар Вучковић,,
66428,Н66428,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,458000.0,320600.0,0.7,137400.0,True,ImmovableProperties,"парц.бр.3787 К.О.Нови Кнежевац, ЛН 4797, површине 8977,00 м2","парц.бр.3787 К.О.Нови Кнежевац, ЛН 4797, површине 8977,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,1,Александар Вучковић,,
66429,Н66429,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,493000.0,345100.0,0.7,147900.0,True,ImmovableProperties,"парц.бр.3788 К.О.Нови Кнежевац, ЛН 4797, површине 9654,00 м2","парц.бр.3788 К.О.Нови Кнежевац, ЛН 4797, површине 9654,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,2,Александар Вучковић,,
66430,Н66430,2023-07-10T07:00:00Z,2023-07-10T11:00:00Z,470000.0,329000.0,0.7,141000.0,True,ImmovableProperties,"парц.бр.3789 К.О.Нови Кнежевац, ЛН 4797, површине 9200,00 м2","парц.бр.3789 К.О.Нови Кнежевац, ЛН 4797, површине 9200,00 м2",Пољопривредно земљиште,802689,Нови Кнежевац,23330,Нови Кнежевац,НОВИ КНЕЖЕВАЦ,,Verified,Потврђено,2,Александар Вучковић,,
104530,Н104530,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,153000.0,107100.0,0.7,45900.0,True,ImmovableProperties,парцела и објекат,"Уписане у лист непокретности број 189 КО Купиник
1.Подаци о парцели:
Број парцеле 289; потес/улица Дрварска; површина м2:1224, земљиште у грађевинском подручју од чега:
• број дела 1, површина дела 48, земљиште под зградом и другим објектом
• број дела 2, површина дела 11; земљиште под зградом и другим објектом
• број дела 3, површина дела 500, земљиште уз зграду и други објекат
• број дела 4, површина дела 665, њива 3. класе
Са напоменом да је на предметној парцели уписано право полодоуживања у корист Радошевић Радосава
Љубице из Пландишта, ул. Милоша Црњанског бр. 24, јмбг: 1106959875029
Подаци о зградама и другим грађевинским објектима
• број објекта 1; који се налази на парцели 289/0, назив улице Дрварска; кућни број 41;кућни подброј А;
површина м2:48; породична стамбена зграда;објекат преузет из земљишне књиге; корисна површина м2:
површина није евидентирана; грађевинска површина: површина није евидентирана, број приземних етажа
1
• број објекта 2; који се налази на парцели 289/0 ",Грађевинско земљиште,803391,Купиник,26368,Пландиште,КУПИНИК,,Verified,Потврђено,0,Филип Станковић,,
104582,Н104582,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,321366.0,224956.2,0.7000000000000001,96409.79999999999,True,ImmovableProperties,"ливада 7.класе површине 16142м2, кп.бр.505, уписане у лист непокретности број 74 КО Добри До","ливада 7.класе површине 16142м2, кп.бр.505 КО Добри До, уписане у лист непокретности број 74 КО Добри До, приватна својина, сувласништво, овим удела 1/2",Пољопривредно земљиште,716120,Добри До,,Ивањица,ДОБРИ ДО,,Verified,Потврђено,0,Миланка Савић,,
104583,Н104583,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,217363.0,152154.1,0.7000000000000001,65208.899999999994,True,ImmovableProperties,"ливада 7.класе површине 10918м2, кп.бр.526, уписане у лист непокретности број 74 КО Добри До","ливада 7.класе површине 10918м2, кп.бр.526, уписане у лист непокретности број 74 КО Добри До, приватна својина, сувласништво, овим удела 1/2",Пољопривредно земљиште,716120,Добри До,,Ивањица,ДОБРИ ДО,,Verified,Потврђено,0,Миланка Савић,,
104584,Н104584,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,248142.0,173699.4,0.7,74442.6,True,ImmovableProperties,"ливада 7.класе површине 12464м2, кп.бр.528 уписане у лист непокретности број 74 КО Добри До","ливада 7.класе површине 12464м2, кп.бр.528 уписане у лист непокретности број 74 КО Добри До, приватна својина, сувласништво, обим удела 1/2",Пољопривредно земљиште,716120,Добри До,,Ивањица,ДОБРИ ДО,,Verified,Потврђено,0,Миланка Савић,,
104585,Н104585,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,4687660.0,3281362.0,0.7,1406298.0,True,ImmovableProperties,"шума 7.класе површине 88943м2, кп.бр.529/1 уписане у лист непокретности број 74 КО Добри До","шума 7.класе површине 88943м2, кп.бр.529/1 уписане у лист непокретности број 74 КО Добри До",Шумско земљиште,716120,Добри До,,Ивањица,ДОБРИ ДО,,Verified,Потврђено,0,Миланка Савић,,
105667,Н105667,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,4873700.0,3411590.0,0.7,1462110.0,True,ImmovableProperties,Пословни простор,"Пословни простор, 28 м2",Непокретности,802824,Нови Сад,21000,Нови Сад - град,"НОВИ САД II
",,Verified,Потврђено,1,Данијел Томашевић,,
105775,Н105775,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,26520.0,18564.0,0.7,7956.0,True,ImmovableProperties,"Кп.бр.394, КО Винарце,","Кп.бр.394, КО Винарце, површина 520м2, Улица Јеленин кладенац, шума 1.класе, својина приватна, удео 1/1,  процењене тржишне вредности  26.520,00дин",Шумско земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105776,Н105776,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,130764.0,91534.8,0.7000000000000001,39229.2,True,ImmovableProperties,"Кп.бр. 541, КО Винарце","Кп.бр. 541, КО Винарце,  површина 2564 м2, Улица Ораше, пашњак 4.класе, својина приватна, удео 1/1, процењене тржишне вредности 130.764,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105778,Н105778,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,45750.0,32025.0,0.7,13725.0,True,ImmovableProperties,"Кп.бр.996, КО Винарце,","Кп.бр.996, КО Винарце, површина м2: 750, Улица Зајкина падина , њива 5.класе, својина приватна, удео 1/1, процењене тржишне вредности 45.750,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105779,Н105779,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,35075.0,24552.5,0.7,10522.5,True,ImmovableProperties,"Кп.бр.1006/2, КО Винарце","Кп.бр.1006/2, КО Винарце, површина м2: 575, Улица Зајкина падина, њива 5.класе, својина приватна, удео 1/1, процењене тржишне вредности 35.075,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105780,Н105780,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,88270.0,61789.0,0.7,26481.0,True,ImmovableProperties,"Кп.бр. 1377, КО Винарце","Кп.бр. 1377, КО Винарце, Површина м2: 970, Улица Пржина, врт 2.класе, својина приватна, удео 1/1, процењене тржишне вредности 88.270,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105781,Н105781,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,105219.0,73653.3,0.7000000000000001,31565.699999999997,True,ImmovableProperties,"Кп.бр.2374/2, КО Винарце","Кп.бр.2374/2, КО Винарце,  Површина м2: 1299, Улица Трошевина,њива 2.класе, својина приватна, удео 1/1, процењене тржишне вредности 105.219,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105782,Н105782,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,28110.0,19677.0,0.7,8433.0,True,ImmovableProperties,"Кп.бр.2801/2, КО Винарце","Кп.бр.2801/2, КО Винарце, Површина м2: 309, Улица Бела топола, њива 1.класе, својина приватна, удео 1/1, процењене тржишне вредности 28.110,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105783,Н105783,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,183092.0,128164.4,0.7,54927.600000000006,True,ImmovableProperties,"Кп.бр.3806, КО Винарце","Кп.бр.3806, КО Винарце, Површина м2: 2012, Улица Селиште, њива 1.класе својина приватна, удео 1/1, процењене тржишне вредности 183.092,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,1,Марија Јовић,,
105785,Н105785,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,3621.0,2534.7,0.7,1086.3000000000002,True,ImmovableProperties,"Кп.бр.3920/3, КО Винарце","Кп.бр.3920/3, КО Винарце, Површина м2: 51, Улица Селиште, њива 2.класе својина приватна, удео 1/1, процењене тржишне вредности 3.621,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105786,Н105786,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,71680.0,50176.0,0.7,21504.0,True,ImmovableProperties,"кп.бр. 4311, КО Винарце","кп.бр. 4311, КО Винарце, Површина м2: 1024, Улица Селиште, њива 2.класе својина приватна, удео 1/1 процењене тржишне вредности 71.680,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,1,Марија Јовић,,
105803,Н105803,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,1357871.0,950509.7,0.7,407361.30000000005,True,ImmovableProperties,Земљиште,"земљиште у грађевинском подручју-њива 7. класе, број дела 1, површина 338 м2,
-земљиште у грађевинском подручју-пашњак 5. класе, број дела 2, површина 1390 м2,  укупно 1728 м2
",Парцела,703494,Барајево,11460,Барајево,БАРАЈЕВО,,Verified,Потврђено,0,Михаило Драговић,,
105804,Н105804,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,634976.0,444483.2,0.7000000000000001,190492.8,True,ImmovableProperties,Зељиште,"-земљиште у грађевинском подручју-њива 7. класе, број дела 1, површина 398 м2,
-земљиште у грађевинском подручју-пашњак 5. класе, број дела 2, површина 325 м2,  укупно 723 м2
",Парцела,703494,Барајево,11460,Барајево,БАРАЈЕВО,,Verified,Потврђено,0,Михаило Драговић,,
105805,Н105805,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,622681.0,435876.7,0.7000000000000001,186804.3,True,ImmovableProperties,Земљиште,"земљиште у грађевинском подручју-њива 7. класе, број дела 1, површина 366 м2,
-земљиште у грађевинском подручју-пашњак 5. класе, број дела 2, површина 343 м2,   укупно 709 м2
",Парцела,703494,Барајево,11460,Барајево,БАРАЈЕВО,,Verified,Потврђено,0,Михаило Драговић,,
105806,Н105806,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,697980.0,488586.0,0.7,209394.0,True,ImmovableProperties,Земљиште,"-њива 7. класе, површине 755 м2, земљиште у грађевинском подручју укупно 1728 м2, парцела је правилног облика и налази се на углу улице, на парцели постоји изливен темељ за објекат чија градња је започета, услед изложености атмосферских утицаја примећена су мања оштећења на темељу, не постоји објекат уписан",Парцела,703494,Барајево,11460,Барајево,БАРАЈЕВО,,Verification,Потврђивање у току,2,Михаило Драговић,,
105821,Н105821,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,26095.0,18266.5,0.7,7828.5,True,ImmovableProperties,"Кп.бр.1374, КО Винарце","Кп.бр.1374, КО Винарце Површина м2: 1535, Улица Пржина, шума 1.класе, својина приватна, удео 1/3, процењене тржишне вредности 26.095,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105823,Н105823,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,55107.0,38574.9,0.7000000000000001,16532.1,True,ImmovableProperties,"Кп.бр.3327, КО Винарце","Кп.бр.3327, КО Винарце Површина м2: 2041, Улица Трска,њива 2.класе, својина приватна , удео 1/3, процењене тржишне вредности 55.107,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105826,Н105826,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,37017.0,25911.9,0.7000000000000001,11105.099999999999,True,ImmovableProperties,"Кп.бр.3328/1, КО Винарце","Кп.бр.3328/1, КО Винарце Површина м2: 1371, Улица Трска, њива 2.класе, својина приватна, удео 1/3 процењене тржишне вредности 37.017,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105827,Н105827,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,40095.0,28066.5,0.7,12028.5,True,ImmovableProperties,"Кп.бр.3328/2, КО Винарце","Кп.бр.3328/2, КО Винарце Површина м2: 1485, Улица Трска, њива 2.класе, својина приватна, удео 1/3 процењене тржишне вредности 40.095,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,0,Марија Јовић,,
105828,Н105828,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,132516.0,92761.2,0.7,39754.8,True,ImmovableProperties,"Кп.бр.968/1, КО Залужње","Кп.бр.968/1, лн.бр. 246 КО Залужње, површина м2: 1636, Улица Г.Топлик Залушко, њива 2.класе, својина приватна, удео 1/1, процењене тржишне вредности 132.516,00дин",Пољопривредно земљиште,723878,Винарце,,Лесковац-град,ВИНАРЦЕ,,Verification,Потврђивање у току,1,Марија Јовић,,
105948,Н105948,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,1802000.0,1261400.0,0.7,540600.0,True,ImmovableProperties,"1.	Пословни простор за који није утврђена делатност, који се налази у објекту ТЦ Соколана,површине 17 м2,улица Ратка Павловића 29","1.	Пословни простор за који није утврђена делатност, који се налати у објекту ТЦ Соколана, на кат. парцели број  2879, уписана у лн. Бр. 3034 КО Прокупље град, једна просторија, први спрат, број улаза 1,број објекта 2,број посебног дела 44, површине 17 м2,улица Ратка Павловића 29, удео извршног дужника 1/1, врста права : својина, облик својине : приватна",Остали пословни објекат,736210,Прокупље,18400,Прокупље,ПРОКУПЉЕ ГРАД,,Verified,Потврђено,0,Иван Ракочевић,,
104557,Н104557,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,5298000.0,2649000.0,0.5,2649000.0,False,ImmovableProperties,"куће од 98 и 107 кв.м (реално: спратна кућа) са помоћним објектима окућницом у Бачком Градишту, Вука Караџића 84","1. – објекат 1 – приземна породична стамбена зграда, објекат преузет из земљишне књиге, површине 98 кв.м. са градским грађевинским земљиштем под зградом/објектом
2. – објекат 2 – приземна породична стамбена зграда, објекат изграђен без одобрења за градњу, површине 107 кв.м. са градским грађевинским земљиштем под зградом/објектом
3. – објекат 3 – приземна помоћна зграда, објекат изграђен пре доношења прописа о изградњи објеката, површине 25 кв.м. са градским грађевинским земљиштем под зградом/објектом
4. – објекат 4 – приземна помоћна зграда, објекат изграђен пре доношења прописа о изградњи објеката, површине 36 кв.м. са градским грађевинским земљиштем под зградом/објектом
5. – градско грађевинско земљиште уз зграду и други објекат, површине 500 кв.м.
6. земљиште у грађевинском подручју – њива 1. класе, површине 44 кв.м.
7. земљиште у грађевинском подручју – воћњак 2. класе, површине 922 кв.м.
односно, працеле укупне површине 1732 кв.м.",Кућа,800988,Бачко Градиште,21217,Бечеј,БАЧКО ГРАДИШТЕ,,Verified,Потврђено,0,Lazar Sekulic,,
105640,Н105640,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,46362727.0,23181363.5,0.5,23181363.5,False,ImmovableProperties,локал,"локал Л1, површине 246,40 м2, који се налази у приземљу стамбено-пословне зграде у ул. Гочка бр. 45А, Београд-Раковица, изграђене на грађевинској парцели 2, формираној од кат.парцела бр. 2459/20, 2459/24 и 2265/34 КО Кнежевац, за који објекат је у току поступак за озакоњење пред Секретаријатом за послове озакоњења објеката Београд, под бројем XXXI-09-351.21-52056/2020",Локал,791083,Раковица,11090,Раковица,КНЕЖЕВАЦ,,Verification,Потврђивање у току,1,Ивана Букарица,,
105641,Н105641,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,423700.62,296590.43,0.6999999905593718,127110.19,True,ImmovableProperties,Удео од 1/2 катастарске парцеле број 694/2 КО Руђинци,"Катастарска парцела број 694/2 КО Руђинци, површине 2316 м², по врсти пољопривредно земљиште, по култури њива 4. класе, у приватној сусвојини извршног дужника са обимом удела од 1/2, уписане у лист непокретности број 1742 КО Руђинци.",Пољопривредно земљиште,712469,Руђинци,,Врњачка Бања,РУЂИНЦИ,,Verified,Потврђено,0,Иван Миловановић,,
105642,Н105642,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,516819.62,361773.73,0.6999999922603557,155045.89,True,ImmovableProperties,Удео од 1/2 катастарске парцеле број 695/2 КО Руђинци,"Катастарска парцела број 695/2 КО Руђинци, површине 2825 м², по врсти пољопривредно земљиште, по култури ливада 5. класе, у приватној сусвојини извршног дужника са обимом удела од 1/2, уписане у лист непокретности број 1742 КО Руђинци.",Пољопривредно земљиште,712469,Руђинци,,Врњачка Бања,РУЂИНЦИ,,Verified,Потврђено,0,Иван Миловановић,,
105643,Н105643,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,157151.98,110006.39,0.7000000254530677,47145.59000000001,True,ImmovableProperties,Удео од 1/2 катастарске парцеле број 697/2 КО Руђинци,"Катастарска парцела број 697/2 КО Руђинци, површине 951 м², по врсти шумско земљиште, по култури шума 3. класе, у приватној сусвојини извршног дужника са обимом удела од 1/2, уписане у лист непокретности број 1742 КО Руђинци.",Шумско земљиште,712469,Руђинци,,Врњачка Бања,РУЂИНЦИ,,Verified,Потврђено,0,Иван Миловановић,,
105644,Н105644,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,62201.3,43540.91,0.7000000000000001,18660.39,True,ImmovableProperties,Удео од 1/2 катастарске парцеле број 693 КО Руђинци,"Катастарска парцела број 693 КО Руђинци, површине 340 м², по врсти пољопривредно земљиште, по култури пашњак 5. класе, у приватној сусвојини извршног дужника са обимом удела од 1/2, уписане у лист непокретности број 1742 КО Руђинци.",Пољопривредно земљиште,712469,Руђинци,,Врњачка Бања,РУЂИНЦИ,,Verified,Потврђено,0,Иван Миловановић,,
105699,Н105699,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,320100.0,224070.0,0.7,96030.0,True,ImmovableProperties,"Њива 5. класе, површине 1067 мкв, кп. бр. 1095/2, КО Доњи Душник-ЈИ Жарко Димитријевић Ниш","Њива 5. класе, површине 1067 мкв, кп. бр. 1095/2, КО Доњи Душник",Парцела,712639,Доњи Душник,18242,Гаџин Хан,ДОЊИ ДУШНИК,,Verification,Потврђивање у току,0,Жарко Димитријевић,,
105759,Н105759,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,2813344.8,1969341.36,0.7000000000000001,844003.4399999997,True,ImmovableProperties,к.п.бр. 3604/1 КО Крушар део 1 + део 2 + део 3 + део 4,"на кп.бр.3604/1 КО Крушар парцела:
на делу 1 породична стамбена зграда површине под објектом 122 м2 ; на делу 2: земљиште под зградом и другим објектом површине 305 м2 ; на делу 3: земљиште уз зграду и други објекат  површине 500 м2  и  на делу 4:Воћњак 3 класе површине 683 м2 .",Непокретности,744433,Крушар,35227,Ћуприја,КРУШАР,,Verification,Потврђивање у току,0,Иван Јездовић,,
