Id,AuctionNumber,StartDate,EndDate,EstimatedPrice,StartingPrice,StartingPrice/EstimatedPrice,EstimatedPrice-StartingPrice,IsFirstSale,PropertyType,NameCategory,ShortDescription,Description,Code,Name,ZipCode,Municipality,Status,StatusTranslation,NumberOfVerifiedUsers,ExecutorName
105611,П105611,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,6000.0,3000.0,0.5,3000.0,False,MovableProperties,Покретне ствари,"Телевизор марке „PHILIPS“, дијагонала 32 инча, сиве боје","Телевизор марке „PHILIPS“, дијагонала 32 инча, сиве боје",746444,Петловача,15304,Шабац-град,Verified,Потврђено,0,Маријана Дишић Гвозденовић
105612,П105612,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,10000.0,5000.0,0.5,5000.0,False,MovableProperties,Покретне ствари,"Угаона гарнитура, беж боје","Угаона гарнитура, беж боје",746444,Петловача,15304,Шабац-град,Verified,Потврђено,0,Маријана Дишић Гвозденовић
105613,П105613,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,7000.0,3500.0,0.5,3500.0,False,MovableProperties,Покретне ствари,"Две трпезаријске столице, пуно дрво, жуте боје са браон еко кожом","Две трпезаријске столице, пуно дрво, жуте боје са браон еко кожом",746444,Петловача,15304,Шабац-град,Verified,Потврђено,0,Маријана Дишић Гвозденовић
105614,П105614,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,16000.0,8000.0,0.5,8000.0,False,MovableProperties,Покретне ствари,"Трпезаријски сто, пуно дрво, димензија 200cm x 90cm x 90cm","Трпезаријски сто, пуно дрво, димензија 200cm x 90cm x 90cm",746444,Петловача,15304,Шабац-град,Verified,Потврђено,0,Маријана Дишић Гвозденовић
105615,П105615,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,14000.0,7000.0,0.5,7000.0,False,MovableProperties,Покретне ствари,"Витрина са четири фиоке и четири стаклена крила, пуно дрво, боја храста","Витрина са четири фиоке и четири стаклена крила, пуно дрво, боја храста",746444,Петловача,15304,Шабац-град,Verified,Потврђено,0,Маријана Дишић Гвозденовић
105616,П105616,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,8000.0,4000.0,0.5,4000.0,False,MovableProperties,Покретне ствари,"Замрзивач, непознате марке, сиве боје","Замрзивач, непознате марке, сиве боје",746444,Петловача,15304,Шабац-град,Verified,Потврђено,0,Маријана Дишић Гвозденовић
105669,П105669,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,15000.0,10500.0,0.7,4500.0,True,MovableProperties,Покретне ствари,Телевизор,марке „FOX“ ,718980,Крагујевац,34000,Крагујевац - град,Verified,Потврђено,0,Александар Тодоровић
105670,П105670,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,15000.0,10500.0,0.7,4500.0,True,MovableProperties,Покретне ствари,Клима уређај ,марке „SAMSUNG“,718980,Крагујевац,34000,Крагујевац - град,Verified,Потврђено,0,Александар Тодоровић
105671,П105671,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,3000.0,2100.0,0.7,900.0,True,MovableProperties,Покретне ствари,Клуб сточић,црне боје,718980,Крагујевац,34000,Крагујевац - град,Verified,Потврђено,0,Александар Тодоровић
105672,П105672,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,9000.0,6300.0,0.7,2700.0,True,MovableProperties,Покретне ствари,Апарат за кафу ,марке „DELOGIN“,718980,Крагујевац,34000,Крагујевац - град,Verified,Потврђено,0,Александар Тодоровић
105673,П105673,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,12000.0,8400.0,0.7,3600.0,True,MovableProperties,Покретне ствари,Машина за веш ,марке „INDESIT“,718980,Крагујевац,34000,Крагујевац - град,Verified,Потврђено,0,Александар Тодоровић
105674,П105674,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,60000.0,42000.0,0.7,18000.0,True,MovableProperties,Путничко возило или део,Путничко возило,"марке „ZASTAVA“, тип „KORAL IN 1.1 EKONOMIK“, регистарске ознаке KG303-DR, регистровано до 30.05.2025. године, број шасије VX1145A0001113050, број мотора 128A0641623950, црвене боје",718980,Крагујевац,34000,Крагујевац - град,Verified,Потврђено,0,Александар Тодоровић
105757,П105757,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,200000.0,100000.0,0.5,100000.0,False,MovableProperties,Покретне ствари,1.	Путничко моторно возило „АUDI“,"ознаке 100 QUATTRO, рег. ознаке PP 025 ZG, црне боје, година производње 1994., број шасије WAUZZZ4AZRN006460,  погон бензин – гас, пописна маркица бр. 001060",734691,Ивезићи,,Пријепоље,Verified,Потврђено,0,Дамир Шаботић
105758,П105758,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,3000.0,1500.0,0.5,1500.0,False,MovableProperties,Покретне ствари,2.	Телевизор марке „VOX“,"сиве боје, старије производње, пописна маркица бр. 001070",734691,Ивезићи,,Пријепоље,Verified,Потврђено,0,Дамир Шаботић
105849,П105849,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,11000.0,7700.0,0.7,3300.0,True,MovableProperties,Покретне ствари,Покретне ствари,"Собни сто, сушач за веш, гардеробни ормар",804665,Бачки Јарак,21234,Темерин,Verification,Потврђивање у току,0,Слободан Живанов
105929,П105929,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,6000.0,3000.0,0.5,3000.0,False,MovableProperties,Електронска и рачунарска опрема или део,ТВ “SONY”- ЈИ Жарко Димитријевић Ниш,ТВ “SONY”,712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105930,П105930,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,12000.0,6000.0,0.5,6000.0,False,MovableProperties,Намештај,Сталажа за тв ( иверица )-ЈИ Жарко Димитријевић Ниш,Сталажа за тв ( иверица ),712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105931,П105931,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,25000.0,12500.0,0.5,12500.0,False,MovableProperties,Опрема,Кухиња са висећим делом и судопером-ЈИ Жарко Димитријевић Ниш,Кухиња са висећим делом и судопером,712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105932,П105932,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,20000.0,10000.0,0.5,10000.0,False,MovableProperties,Намештај,Комода ( дрво )-ЈИ Жарко Димитријевић Ниш,Комода ( дрво ),712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105933,П105933,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,25000.0,12500.0,0.5,12500.0,False,MovableProperties,Намештај,"Регал ( четвороделни, иверица )-ЈИ Жарко Димитријевић Ниш","Регал ( четвороделни, иверица )",712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105934,П105934,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,27000.0,13500.0,0.5,13500.0,False,MovableProperties,Намештај,Регал ( четвороделни )-ЈИ Жарко Димитријевић Ниш,Регал ( четвороделни ),712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105935,П105935,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,20000.0,10000.0,0.5,10000.0,False,MovableProperties,Намештај,"Комода - регал ( дводелни, дрво )-ЈИ Жарко Димитријевић Ниш","Комода - регал ( дводелни, дрво )",712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105936,П105936,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,12000.0,6000.0,0.5,6000.0,False,MovableProperties,Намештај,Чивилук  - ормар-ЈИ Жарко Димитријевић Ниш,Чивилук  - ормар,712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105937,П105937,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,37000.0,18500.0,0.5,18500.0,False,MovableProperties,Опрема,Гладијатор - машина ( DM 470 )-ЈИ Жарко Димитријевић Ниш,Гладијатор - машина ( DM 470 ),712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105938,П105938,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,45000.0,22500.0,0.5,22500.0,False,MovableProperties,Електронска и рачунарска опрема или део, Штампач ( DIALTA DI 35I)-ЈИ Жарко Димитријевић Ниш,Штампач ( DIALTA DI 35I),712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105939,П105939,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,30000.0,15000.0,0.5,15000.0,False,MovableProperties,Електронска и рачунарска опрема или део,ТВ “ FOX”-ЈИ Жарко Димитријевић Ниш,ТВ “ FOX”,712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105940,П105940,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,20000.0,10000.0,0.5,10000.0,False,MovableProperties,Намештај,Комода ( беле боје )-ЈИ Жарко Димитријевић Ниш,Комода ( беле боје ),712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105941,П105941,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,18000.0,9000.0,0.5,9000.0,False,MovableProperties,Електронска и рачунарска опрема или део,Монитор LG-ЈИ Жарко Димитријевић Ниш,Монитор LG,712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105942,П105942,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,15000.0,7500.0,0.5,7500.0,False,MovableProperties,Намештај,Клуб сто-ЈИ Жарко Димитријевић Ниш,Клуб сто-ЈИ Жарко Димитријевић Ниш,712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105943,П105943,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,30000.0,15000.0,0.5,15000.0,False,MovableProperties,Електронска и рачунарска опрема или део,Клима уређај ( MIDEA )-ЈИ Жарко Димитријевић Ниш,Клима уређај ( MIDEA ),712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105944,П105944,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,40000.0,20000.0,0.5,20000.0,False,MovableProperties,Електронска и рачунарска опрема или део,ТВ Samsung-ЈИ Жарко Димитријевић Ниш,ТВ Samsung,712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105945,П105945,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,40000.0,20000.0,0.5,20000.0,False,MovableProperties,Електронска и рачунарска опрема или део,Веш машина  ( Candy)-ЈИ Жарко Димитријевић Ниш,Веш машина  ( Candy),712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105946,П105946,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,20000.0,10000.0,0.5,10000.0,False,MovableProperties,Намештај,Комода ( црне боје )-ЈИ Жарко Димитријевић Ниш,Комода ( црне боје ),712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
105947,П105947,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,50000.0,25000.0,0.5,25000.0,False,MovableProperties,Намештај,Ормар клизећи-ЈИ Жарко Димитријевић Ниш,Ормар клизећи,712531,Гаџин Хан,18240,Гаџин Хан,Verification,Потврђивање у току,0,Жарко Димитријевић
106087,П106087,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,5800.0,4060.0,0.7,1740.0,True,MovableProperties,Пољопривредна машина или део,моторни тример наранџасте боје марке Womax W-MS 1700 3,моторни тример наранџасте боје марке Womax W-MS 1700 3,732575,Пирот,18300,Пирот,Verification,Потврђивање у току,0,Ана Костић Мишковић
106088,П106088,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,12600.0,8820.0,0.7,3780.0,True,MovableProperties,Намештај,"телевизор марке SAMSUNG, дијагонале 120 цм","телевизор марке SAMSUNG, дијагонале 120 цм",732575,Пирот,18300,Пирот,Verification,Потврђивање у току,0,Ана Костић Мишковић
106090,П106090,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,28500.0,19950.0,0.7,8550.0,True,MovableProperties,Намештај,тв комода са стерео уређајем,тв комода са стерео уређајем,732575,Пирот,18300,Пирот,Verification,Потврђивање у току,0,Ана Костић Мишковић
106238,П106238,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,18000.0,12600.0,0.7,5400.0,True,MovableProperties,Покретне ствари,MAŠINA ZA SUDOVE,NEINNER,746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106239,П106239,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,15000.0,10500.0,0.7,4500.0,True,MovableProperties,Покретне ствари,MAŠINA ZA SUDOVE,GORENJE,746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106240,П106240,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,20000.0,14000.0,0.7,6000.0,True,MovableProperties,Покретне ствари,KLIMA UREĐAJ,MIDEA,746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106241,П106241,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,20000.0,14000.0,0.7,6000.0,True,MovableProperties,Покретне ствари,KLIMA UREĐAJ,GALANZ,746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106242,П106242,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,40000.0,28000.0,0.7,12000.0,True,MovableProperties,Покретне ствари,GARNITURA,"BRAON BOJE, EKO KOŽA",746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106243,П106243,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,10000.0,7000.0,0.7,3000.0,True,MovableProperties,Покретне ствари,KLUB STO,STAKLO - KOVANO GVOŽĐE,746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106244,П106244,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,20000.0,14000.0,0.7,6000.0,True,MovableProperties,Покретне ствари,PAVILJON ZA BASTU,PAVILJON ZA BASTU,746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106245,П106245,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,20000.0,14000.0,0.7,6000.0,True,MovableProperties,Покретне ствари,VITRINA,"BELE BOJE, DRVO STAKLO",746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106246,П106246,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,18000.0,12600.0,0.7,5400.0,True,MovableProperties,Покретне ствари,FOTELJA NA OKRETANJE,FOTELJA,746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106247,П106247,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,20000.0,14000.0,0.7,6000.0,True,MovableProperties,Покретне ствари,KOMPRESOF,KOMPRESOR,746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106248,П106248,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,15000.0,10500.0,0.7,4500.0,True,MovableProperties,Покретне ствари,MOTORNA KOSAČICA,VILIGER,746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106249,П106249,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,30000.0,21000.0,0.7,9000.0,True,MovableProperties,Покретне ствари,APARAT ZA PRANJE VOZILA,KARCHER,746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
106250,П106250,2024-08-13T07:00:00Z,2024-08-13T11:00:00Z,15000.0,10500.0,0.7,4500.0,True,MovableProperties,Покретне ствари,STO,PUNO DRVO,746606,Шабац,15000,Шабац-град,Verification,Потврђивање у току,0,Мила Милосављевић
104103,П104103,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,85000.0,59500.0,0.7,25500.0,True,MovableProperties,Покретне ствари,Тракторска приколица плаве боје,Тракторска приколица плаве боје,731501,Параћин,35250,Параћин,Verification,Потврђивање у току,0,Иван Јездовић
104104,П104104,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,29000.0,20300.0,0.7,8700.0,True,MovableProperties,Покретне ствари,Тракторска корпа плаве боје,Тракторска корпа плаве боје,731501,Параћин,35250,Параћин,Verification,Потврђивање у току,0,Иван Јездовић
104105,П104105,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,16000.0,11200.0,0.7,4800.0,True,MovableProperties,Покретне ствари,Дрљача,Дрљача,731501,Параћин,35250,Параћин,Verification,Потврђивање у току,0,Иван Јездовић
104107,П104107,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,117000.0,81900.0,0.7,35100.0,True,MovableProperties,Покретне ствари,Приколица две осовине,Приколица две осовине,731501,Параћин,35250,Параћин,Verification,Потврђивање у току,0,Иван Јездовић
104108,П104108,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,46000.0,32200.0,0.7,13800.0,True,MovableProperties,Покретне ствари,Фреза,Фреза,731501,Параћин,35250,Параћин,Verification,Потврђивање у току,0,Иван Јездовић
104110,П104110,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,21000.0,14700.0,0.7,6300.0,True,MovableProperties,Покретне ствари,Приколица за фрезу,Приколица за фрезу,731501,Параћин,35250,Параћин,Verification,Потврђивање у току,0,Иван Јездовић
104559,П104559,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,40000.0,20000.0,0.5,20000.0,False,MovableProperties,Остала покретна имовина,"клима уређај VIVAX, беле боје","клима уређај VIVAX, беле боје",802204,Руско Село,23314,Кикинда,Verified,Потврђено,0,Lazar Sekulic
104560,П104560,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,80000.0,40000.0,0.5,40000.0,False,MovableProperties,Намештај,"дрвени кухињски елементи, шест висећих делова и шест стојећих и радних са ростфрај судопером и аспиратором","дрвени кухињски елементи, шест висећих делова и шест стојећих и радних са ростфрај судопером и аспиратором",802204,Руско Село,23314,Кикинда,Verified,Потврђено,0,Lazar Sekulic
104561,П104561,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,12000.0,6000.0,0.5,6000.0,False,MovableProperties,Остала покретна имовина,веш машина GORENJE waveactive steriltub 6kg 800 rpm ,веш машина GORENJE waveactive steriltub 6kg 800 rpm ,802204,Руско Село,23314,Кикинда,Verified,Потврђено,0,Lazar Sekulic
104563,П104563,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,20000.0,10000.0,0.5,10000.0,False,MovableProperties,Остала покретна имовина,"лед телевизор VIVAX, црне боје","лед телевизор VIVAX, црне боје",801453,Торда,23214,Житиште,Verified,Потврђено,0,Lazar Sekulic
104564,П104564,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,20000.0,10000.0,0.5,10000.0,False,MovableProperties,Остала покретна имовина,"веш машина GORENJE, беле боје","веш машина GORENJE, беле боје",801453,Торда,23214,Житиште,Verified,Потврђено,0,Lazar Sekulic
104565,П104565,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,12000.0,6000.0,0.5,6000.0,False,MovableProperties,Остала покретна имовина,"фрижидер ELIN, беле боје","фрижидер ELIN, беле боје",801453,Торда,23214,Житиште,Verified,Потврђено,0,Lazar Sekulic
104566,П104566,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,12000.0,6000.0,0.5,6000.0,False,MovableProperties,Пољопривредна машина или део,тример на бензин BLACK 5-8 HP,тример на бензин BLACK 5-8 HP,801453,Торда,23214,Житиште,Verified,Потврђено,0,Lazar Sekulic
105609,П105609,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,10000.0,7000.0,0.7,3000.0,True,MovableProperties,Остала покретна имовина,бетонска чесма,бетонска чесма,802158,Кикинда,23300,Кикинда,Verified,Потврђено,0,Lazar Sekulic
105610,П105610,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,40000.0,28000.0,0.7,12000.0,True,MovableProperties,Остала покретна имовина,"клима уређај EINHELL Split 5000 C+N, беле боје","клима уређај EINHELL Split 5000 C+N, беле боје",802158,Кикинда,23300,Кикинда,Verified,Потврђено,0,Lazar Sekulic
105617,П105617,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,8000.0,4000.0,0.5,4000.0,False,MovableProperties,Покретне ствари,BARSKI STOČIĆ BRAON BOJE 190X70X40 AA-147705,BARSKI STOČIĆ BRAON BOJE 190X70X40 AA-147705,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105618,П105618,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,15000.0,7500.0,0.5,7500.0,False,MovableProperties,Покретне ствари,PLAKAR KREM BOJE ČETVORA VRATA DVA OGLEDALA 120X200X55 AA 147-709,PLAKAR KREM BOJE ČETVORA VRATA DVA OGLEDALA 120X200X55 AA 147-709,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105619,П105619,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,16000.0,8000.0,0.5,8000.0,False,MovableProperties,Покретне ствари,"PLAKAR SA PETORO VRATA 3MX2,5MX70CM AA147-710","PLAKAR SA PETORO VRATA 3MX2,5MX70CM AA147-710",725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105620,П105620,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,12000.0,6000.0,0.5,6000.0,False,MovableProperties,Покретне ствари,STOČIĆ ZA TELEVIZOR 140X50X70 BRAON BOJE AA147701,STOČIĆ ZA TELEVIZOR 140X50X70 BRAON BOJE AA147701,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105621,П105621,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,18000.0,9000.0,0.5,9000.0,False,MovableProperties,Покретне ствари,FOTELJE OD EKO KOŽE BRAON BOJE AA-147703,FOTELJE OD EKO KOŽE BRAON BOJE AA-147703,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105622,П105622,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,15000.0,7500.0,0.5,7500.0,False,MovableProperties,Покретне ствари,VEŠ MAŠINA BELE BOJE TESLA AA 147-712,VEŠ MAŠINA BELE BOJE TESLA AA 147-712,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105623,П105623,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,7600.0,3800.0,0.5,3800.0,False,MovableProperties,Покретне ствари,VITRINA KREDENAC ŽUTE BOJE 170CMX40CMX190CM AA 147-714,VITRINA KREDENAC ŽUTE BOJE 170CMX40CMX190CM AA 147-714,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105624,П105624,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,30000.0,15000.0,0.5,15000.0,False,MovableProperties,Покретне ствари,STOLICE PUNO DRVO SA NASLONOM SA PRESLVAKOM BEŽ BOJE ,STOLICE PUNO DRVO SA NASLONOM SA PRESLVAKOM BEŽ BOJE ,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105625,П105625,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,14000.0,7000.0,0.5,7000.0,False,MovableProperties,Покретне ствари,KOMODA BRAON BOJE 160X50X90 AA-147702,KOMODA BRAON BOJE 160X50X90 AA-147702,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105626,П105626,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,20000.0,10000.0,0.5,10000.0,False,MovableProperties,Покретне ствари,"TRPEZARIJSKI STO 2MX1MX0,90CM AA-147706","TRPEZARIJSKI STO 2MX1MX0,90CM AA-147706",725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105627,П105627,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,13000.0,6500.0,0.5,6500.0,False,MovableProperties,Покретне ствари,SUDOPERA ODNOSNO KUHINJSKI ELEMENTI KREM BOJE SA VISEĆIM DELOM AA 147-708,SUDOPERA ODNOSNO KUHINJSKI ELEMENTI KREM BOJE SA VISEĆIM DELOM AA 147-708,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105628,П105628,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,23000.0,11500.0,0.5,11500.0,False,MovableProperties,Покретне ствари,TELEVIZOR SAMSUNG 12CM DIJAGONALA AA-147700,TELEVIZOR SAMSUNG 12CM DIJAGONALA AA-147700,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105629,П105629,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,10000.0,5000.0,0.5,5000.0,False,MovableProperties,Покретне ствари,KOMODA BELE BOJE 160CMX40CMX120CM AA 147-711,KOMODA BELE BOJE 160CMX40CMX120CM AA 147-711,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105630,П105630,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,7000.0,3500.0,0.5,3500.0,False,MovableProperties,Покретне ствари,MIKROTALASNA PEĆ SEVERIN CRNOBELE BOJE AA 147-713 ,MIKROTALASNA PEĆ SEVERIN CRNOBELE BOJE AA 147-713 ,725323,Горњи Добрић,,Лозница-град,Verification,Потврђивање у току,0,Драгана Војводић
105633,П105633,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,30000.0,21000.0,0.7,9000.0,True,MovableProperties,Остала покретна имовина,мобилни телефон XIAOMI,мобилни телефон XIAOMI,802603,Кумане,23271,Нови Бечеј,Verified,Потврђено,0,Lazar Sekulic
105634,П105634,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,40000.0,28000.0,0.7,12000.0,True,MovableProperties,Намештај,"кухињски елементи од иверице, сиво-беж боје, са два висећа-горња елемента и два доња-радна елемента са ростфрај судопером","кухињски елементи од иверице, сиво-беж боје, са два висећа-горња елемента и два доња-радна елемента са ростфрај судопером",802603,Кумане,23271,Нови Бечеј,Verified,Потврђено,0,Lazar Sekulic
105635,П105635,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,10000.0,7000.0,0.7,3000.0,True,MovableProperties,Остала покретна имовина,"веш машина BEKO, беле боје","веш машина BEKO, беле боје",802603,Кумане,23271,Нови Бечеј,Verified,Потврђено,0,Lazar Sekulic
105636,П105636,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,20000.0,14000.0,0.7,6000.0,True,MovableProperties,Машина или део машине,"електрична косилица за траву PHARM, црвено-црне боје","електрична косилица за траву PHARM, црвено-црне боје",802603,Кумане,23271,Нови Бечеј,Verified,Потврђено,0,Lazar Sekulic
105637,П105637,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,20000.0,14000.0,0.7,6000.0,True,MovableProperties,Остала покретна имовина,лед телевизора VIVAX,лед телевизора VIVAX,802603,Кумане,23271,Нови Бечеј,Verified,Потврђено,0,Lazar Sekulic
105638,П105638,2024-08-14T07:00:00Z,2024-08-14T11:00:00Z,60000.0,42000.0,0.7,18000.0,True,MovableProperties,Намештај,гарнитура тросед смеђе боје са комодом беле боје,гарнитура тросед смеђе боје са комодом беле боје,802603,Кумане,23271,Нови Бечеј,Verified,Потврђено,0,Lazar Sekulic
